"uid","hh_in_r2","hh_in_r3","hh_in_r3_d2","refugee","num_child_base","num_child_r2","num_child_r3","hh_head_sex","hh_head_age","parent_edu_r2","parent_edu_r3","hh_asset_index","hh_asset_index_2017","hh_asset_value","hh_asset_value_2017","hh_cons_agg","hh_cons_capita","hh_income","cantril","parent_eduyears_r2","parent_reledu_r2","parent_eduyears_r3","parent_reledu_r3","distancekmfromcamps","eld_sex_r2","eld_sex_r3","eld_age_r2","eld_age_r3","eld_edu_ambition_r2","eld_edu_ambition_r3","eld_eduyears_r2","eld_eduyears_r3","eld_reledu_r2","eld_reledu_r3","eld_trauma_exp_r2","eld_trauma_exp_r3","eld_trauma_heard_r2","eld_trauma_heard_r3","eld_trauma_witness_r2","eld_trauma_witness_r3","eld_e01_currently_studying_r2","eld_e01_currently_studying_r3","eld_e01_edu_status__r2","eld_e01_edu_status__r3","edu_status_diff","int_sex_r2","int_sex_r3","int_age_r2","int_age_r3","int_eduyears_r2","int_eduyears_r3","int_reledu_r2","int_reledu_r3","int_trauma_exp_r2","int_trauma_exp_r3","int_trauma_heard_r2","int_trauma_heard_r3","int_trauma_witness_r2","int_trauma_witness_r3"
"C728175013",0,0,0,1,6,NA,NA,0,47,NA,NA,-1.45379602909088,2.07974743843079,0.5,23.1372390625,0.165618831299059,0.0207023544311523,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C728177001",1,1,1,1,4,4,4,0,38,2,2,-0.216635748744011,4.84067535400391,1.65,62.11685,0.0260544999993406,0.00434241676330566,0.83,4,4,0,4,0,NA,1,0,14,38,4,NA,9,4,0,0,NA,3,NA,2,NA,7,1,NA,0,NA,-1,1,0,30,38,4,4,0,0,3,3,4,2,5,7
"C728177002",0,0,0,1,2,NA,NA,0,27,NA,NA,-0.830137133598328,3.74259901046753,21.17,70.259025,0.00600349999996834,0.0015008749961853,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C728177003",0,0,0,1,3,NA,NA,1,66,NA,NA,-0.708532154560089,-1.24259722232819,0.45,37.351125,0.00200899999979883,0.000502250003814697,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C728177004",0,0,0,1,6,NA,NA,0,42,NA,NA,-0.830137133598328,0.0297537930309772,0.74,20.2503171875,0.047535537499981,0.00594194221496582,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C728177005",1,1,1,1,4,4,4,0,55,2,1,-0.310593843460083,4.01412343978882,2.19,60.6998375,0.0182237999998499,0.00303729991912842,0.28,3,4,0,0,0,NA,0,1,15,45,NA,NA,4,0,0,0,NA,4,NA,3,NA,2,0,NA,1,NA,1,0,0,55,55,4,4,0,0,5,5,2,2,3,3
"C728177006",0,0,0,1,3,NA,NA,0,70,NA,NA,-0.153727173805237,2.38905358314514,10.36,48.434228125,0.0112357999997213,0.00224715995788574,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C728177007",1,0,0,1,2,2,NA,1,24,NA,NA,-1.51670455932617,2.14791679382324,1.65,61.1158125,0.0570289999995381,0.0142572494506836,1.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,24,NA,9,NA,0,NA,0,NA,9,NA,0,NA
"C728177010",0,0,0,1,1,NA,NA,0,23,NA,NA,-0.216635748744011,3.67792892456055,1.1,60.7650875,0.00351299999975599,0.0011710000038147,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C728177012",0,1,0,1,4,NA,3,0,35,NA,NA,-1.45379602909088,2.57688760757446,0.35,95.2082,0.0240089999997988,0.00400149993896484,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,25,NA,4,NA,0,NA,4,NA,3,NA,5
"C728177013",1,1,1,1,2,1,1,0,30,NA,4,-0.153727173805237,3.40099263191223,20.8375,111.6735875,0.071667499996908,0.0179168746948242,0.0355,2,NA,NA,9,0,NA,NA,0,NA,30,NA,NA,NA,9,NA,0,NA,3,NA,1,NA,4,NA,NA,NA,NA,NA,0,0,30,30,9,9,0,0,3,3,1,1,4,4
"C728177017",1,0,0,1,3,3,NA,0,55,NA,NA,-0.216635748744011,3.3461229801178,0.97,59.38984375,0.00806549999928102,0.00134425001144409,0.322,NA,NA,NA,NA,NA,NA,0,NA,15,NA,NA,NA,9,NA,0,NA,1,NA,4,NA,5,NA,0,NA,NA,NA,NA,1,NA,42,NA,0,NA,0,NA,1,NA,4,NA,5,NA
"C728177018",1,1,0,1,0,1,1,0,70,NA,NA,-1.51670455932617,2.78742146492004,1.7,61.3166875,0.00406279999963008,0.000812559986114502,0.51,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,52,52,4,4,0,0,0,0,11,11,1,1
"C728178001",1,1,0,1,2,0,0,0,24,NA,NA,-1.24191761016846,-0.138490304350853,0.55,0.73747021484375,0.0191315000000875,0.00478287506103516,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,21,4,4,0,0,6,6,3,3,1,1
"C728178002",1,1,1,1,5,5,5,1,41,NA,2,-0.216635748744011,3.62480974197388,1.18,48.456940625,0.0248410000005737,0.00310512504577637,1.122,1,NA,NA,4,0,NA,NA,1,NA,41,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19,19,4,4,0,0,3,3,3,3,5,5
"C728178003",1,1,0,1,1,0,0,0,16,NA,NA,-0.893045663833618,3.38239860534668,1.74,50.55856875,0.0825437499996275,0.0206359375,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,16,7,7,0,0,8,8,3,3,0,0
"C728178004",1,1,0,1,1,1,1,0,19,NA,NA,-0.830137133598328,5.45349407196045,0.46,96.7510375,0.0310354999998119,0.0155177505493164,0.15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,19,4,4,0,0,6,6,3,3,3,3
"C728178005",1,1,0,1,1,1,1,0,20,NA,NA,-0.893045663833618,5.76867008209229,2.95,138.3094625,0.00800049999998882,0.00200012493133545,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,22,4,0,0,0,4,6,0,0,5,2
"C728178006",1,1,0,1,6,7,6,0,41,NA,NA,-0.871730446815491,4.09117460250854,0.41,59.37355,0.0200017000000924,0.00222241115570068,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,41,NA,0,NA,0,NA,6,NA,1,NA,5,NA
"C728178007",1,1,1,1,2,1,1,0,26,NA,1,-2.63264632225037,0.039975993335247,0.16,15.226909375,0.00400300000011921,0.00100074996948242,0,2,NA,NA,0,0,NA,NA,0,NA,26,NA,NA,NA,0,NA,0,NA,1,NA,7,NA,3,NA,NA,NA,NA,NA,1,0,25,26,0,0,0,0,0,1,9,7,2,3
"C728178008",1,0,0,1,1,0,NA,1,50,NA,NA,-2.14074969291687,-2.09087991714478,0.2,2.2969583984375,0.0165876665139105,0.00829383316040039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50,NA,0,NA,0,NA,0,NA,8,NA,4,NA
"C728178009",1,0,0,1,7,6,NA,0,42,NA,NA,-1.24191761016846,1.33580827713013,20.4,29.85640625,0.0800061999998754,0.00888957748413086,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,37,NA,0,NA,0,NA,1,NA,2,NA,3,NA
"C728178010",1,1,0,1,2,1,1,0,26,NA,NA,-0.830137133598328,4.410569190979,1.06,135.8087,0.00600259999994887,0.00150065002441406,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26,26,9,9,0,0,6,6,0,0,4,4
"C728178011",1,1,0,1,2,0,2,0,51,NA,NA,-1.86557650566101,4.84067535400391,0.24,63.42646875,0.0327778000003658,0.00819445037841797,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,43,51,0,0,0,0,5,5,4,2,3,4
"C728178012",1,1,0,1,2,1,1,0,28,NA,NA,-1.24191761016846,2.0585629940033,3.6,42.61060625,0.0537475999993156,0.010749520111084,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,70,15,0,9,0,0,3,4,5,2,2,3
"C728178013",1,1,0,1,6,6,5,0,56,NA,NA,-0.893045663833618,4.72288608551025,0.51,59.715675,0.0800179999999702,0.0100022499084473,0.3,NA,NA,NA,NA,NA,NA,0,NA,11,NA,3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,-1,1,1,15,15,0,0,0,0,1,1,8,8,3,3
"C728179001",1,1,0,1,3,3,2,0,48,NA,NA,-0.216635748744011,4.4909610748291,2.05,105.9888,0.108847665649373,0.0120941848754883,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15,15,0,0,1,1,0,0,4,4,5,5
"C728179002",0,1,0,1,1,NA,0,1,45,NA,NA,-2.14074969291687,2.31261610984802,0.2,59.6962375,9.49999964796007e-06,3.16666662693024e-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,45,NA,0,NA,0,NA,1,NA,6,NA,2
"C728179003",1,0,0,1,2,2,NA,0,25,NA,NA,-1.55829799175262,2.93503141403198,3.74,16.4819078125,0.0475,0.015833332824707,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,18,NA,4,NA,0,NA,0,NA,7,NA,4,NA
"C728179004",1,0,0,1,4,3,NA,0,36,NA,NA,-1.67090547084808,3.45121121406555,0.5,60.6285,0.0540169999995735,0.00900283355712891,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,25,NA,4,NA,0,NA,6,NA,1,NA,3,NA
"C728179005",1,1,0,1,0,0,0,0,21,NA,NA,-0.893045663833618,5.72523784637451,1.54,107.0565375,0.0312493343502283,0.0156246673583984,0.72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21,21,11,11,0,0,2,2,4,4,4,4
"C728179007",0,0,0,1,3,NA,NA,1,33,NA,NA,-0.258229106664658,-2.98793458938599,1.18,0.64,0.074778699999745,0.0186946746826172,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C728179008",1,1,1,1,6,6,0,0,47,NA,1,-1.51709091663361,1.42998123168945,10.67,57.0028,0.0385002000000095,0.00481252517700195,0.024,4,NA,NA,0,0,NA,1,0,16,47,NA,NA,0,0,0,0,0,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,35,NA,0,NA,0,NA,0,NA,0,NA,3
"C728179009",1,1,1,1,1,1,0,0,22,NA,4,-0.934252798557281,3.34345102310181,2,100.743,0.0337585000000894,0.0112528335571289,0.81,1,NA,NA,9,0,NA,NA,0,NA,22,NA,NA,NA,9,NA,0,NA,0,NA,0,NA,12,NA,NA,NA,NA,NA,1,0,20,22,4,9,0,0,1,0,4,0,7,12
"C728179010",0,1,1,1,6,NA,5,0,37,NA,4,-0.216635748744011,4.50504207611084,2.42,94.34705,0.0763640812970232,0.00954551010131836,0.13,3,NA,NA,9,0,NA,NA,0,NA,37,NA,NA,NA,9,NA,0,NA,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,0,NA,37,NA,9,NA,0,NA,4,NA,4,NA,4
"C728179011",1,1,0,1,2,1,1,0,24,NA,NA,-0.257842838764191,2.85480189323425,1.26,61.69884375,0.0460330000010319,0.0115082496643066,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22,24,4,4,0,0,5,3,1,1,3,6
"C728179012",1,1,1,1,5,4,4,0,60,NA,1,-0.830137133598328,5.40882921218872,2.1,63.39101875,0.132126499999827,0.0188752136230469,0.248,3,NA,NA,0,0,NA,NA,1,NA,40,NA,NA,NA,0,NA,0,NA,9,NA,0,NA,3,NA,NA,NA,NA,NA,1,1,40,40,0,0,0,0,9,9,0,0,3,3
"C728179014",1,0,0,1,1,1,NA,1,56,NA,NA,-0.216635748744011,4.35219860076904,0.88,94.9308375,0.00501603333312087,0.00167201118469238,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15,NA,9,NA,0,NA,1,NA,3,NA,6,NA
"C728179015",0,1,0,1,5,NA,4,0,40,NA,NA,-1.38494217395782,2.45918464660645,2.7,51.176903125,0.0100010000000708,0.00142871427536011,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,38,NA,0,NA,0,NA,2,NA,0,NA,6
"C729180001",1,1,0,1,2,2,2,1,28,NA,NA,-0.840680956840515,1.58140349388123,0.55,9.7742296875,0.00318499981006607,0.00106166658401489,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,28,28,0,0,0,0,5,5,4,4,3,3
"C729180002",1,1,1,1,8,6,5,0,50,NA,2,-0.840680956840515,0.24580080807209,0.74,0.90356455078125,0.0215729999985546,0.00215729999542236,0.15,3,NA,NA,4,0,NA,NA,0,NA,50,NA,NA,NA,4,NA,0,NA,5,NA,0,NA,4,NA,NA,NA,NA,NA,0,1,50,18,4,4,0,0,5,5,0,3,4,1
"C729180003",0,0,0,1,0,NA,NA,0,65,NA,NA,-2.00898742675781,-0.603092551231384,0.75,37.87245625,8.99999998509884e-06,4.50000017881393e-06,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C729180004",1,1,0,1,2,2,2,0,60,NA,NA,-1.51709091663361,1.76225423812866,0.38,10.08255390625,0.0350079000005499,0.00875197525024414,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,42,0,0,0,0,4,4,3,3,2,2
"C729180005",1,1,1,1,3,1,1,0,27,1,1,-1.94607877731323,-0.697888016700745,0.4,9.28168359375,0.0372579999995418,0.0074515998840332,0.067,2,0,0,0,0,NA,1,0,3,27,3,NA,NA,0,NA,0,NA,5,NA,1,NA,4,1,NA,0,NA,-1,0,1,27,20,0,4,0,0,5,5,1,3,4,2
"C729180006",1,1,1,1,4,3,3,0,31,1,1,-0.565507650375366,2.42796492576599,0.65,10.53640703125,0.03880079998984,0.00646679992675781,0.27,4,0,0,0,0,NA,1,0,7,31,4,NA,4,0,0,0,NA,6,NA,0,NA,6,1,NA,1,NA,0,0,0,31,31,0,0,0,0,6,6,0,0,6,6
"C729180007",1,0,0,1,1,1,NA,0,25,NA,NA,-0.840680956840515,1.1690149307251,0.75,1.30738583984375,0.0435197000002489,0.0108799247741699,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,16,NA,0,NA,0,NA,4,NA,3,NA,2,NA
"C729180008",0,0,0,1,4,NA,NA,0,30,NA,NA,-0.840680956840515,-2.51767420768738,0.98,0.192155285644531,0.0650778000000399,0.0108462997436523,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C729180009",0,0,0,1,2,NA,NA,0,25,NA,NA,-0.840680956840515,2.92803001403809,1,58.3035625,0.00700149999996647,0.00175037498474121,0.0565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C729180010",1,0,0,1,5,4,NA,0,35,NA,NA,-0.565507650375366,1.08442258834839,0.49,9.8442296875,0.0145364166660234,0.00207663097381592,0.46,NA,NA,NA,NA,NA,NA,1,NA,12,NA,4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,35,NA,0,NA,0,NA,5,NA,0,NA,5,NA
"C729180011",0,1,1,1,3,NA,0,0,25,NA,2,-0.840680956840515,1.16077435016632,0.53,86.032275,0.00203099999967963,0.000406199979782105,0.036,3,NA,NA,4,0,NA,NA,0,NA,25,NA,NA,NA,4,NA,0,NA,3,NA,5,NA,1,NA,NA,NA,NA,NA,NA,1,NA,25,NA,4,NA,0,NA,3,NA,6,NA,0
"C729180012",1,1,0,1,3,2,2,0,21,NA,NA,-0.216635748744011,2.84455490112305,0.88,97.5189625,0.0230333000000566,0.00460666007995606,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19,19,0,0,0,0,4,4,4,4,1,1
"C729180013",0,0,0,1,3,NA,NA,1,55,NA,NA,-0.659465789794922,0.719349801540375,0.41,46.834340625,0.0020898333330173,0.00052245831489563,0.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C729181001",1,1,1,1,3,3,2,1,21,NA,2,-0.258229106664658,-0.216117799282074,1.07,1.461666015625,0.012067400001362,0.00241347999572754,0.025,3,NA,NA,4,0,NA,NA,0,NA,16,NA,NA,NA,4,NA,0,NA,6,NA,6,NA,0,NA,1,NA,NA,NA,0,0,16,16,4,4,0,0,6,6,6,6,0,0
"C729181002",0,0,0,1,4,NA,NA,0,45,NA,NA,-1.73381400108337,0.0305929835885763,0.6,9.8633984375,0.024570999999484,0.00409516677856445,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C729181003",1,1,0,1,1,1,0,1,70,NA,NA,-1.05740404129028,-1.24259722232819,0.55,37.451125,0.00200490000005811,0.00100244998931885,0.022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,70,NA,0,NA,0,NA,9,NA,2,NA,1,NA
"C729181004",1,1,0,1,3,3,3,1,38,NA,NA,-1.24191761016846,-1.4859025478363,0.95,38.1006625,0.00711250000009313,0.001778125,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,17,0,0,0,0,4,4,2,2,3,3
"C729181005",1,1,1,1,2,1,1,0,25,NA,1,-1.24191761016846,1.35285651683807,0.3,10.1179921875,0.00751050000013784,0.00187762508392334,0,3,NA,NA,0,0,NA,NA,0,NA,25,NA,NA,NA,0,NA,0,NA,4,NA,2,NA,3,NA,NA,NA,NA,NA,0,0,25,25,0,0,0,0,4,4,2,2,3,3
"C729181006",1,1,0,1,3,2,2,0,28,NA,NA,-0.258229106664658,0.704591453075409,1.15,46.7096625,0.0935362000003923,0.0187072402954102,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,28,25,9,4,0,0,3,3,6,6,0,0
"C729181007",1,1,1,1,2,1,1,0,26,NA,2,-0.216635748744011,2.56857347488403,0.725,10.3992296875,0.0561396499981172,0.014034912109375,0.5,4,NA,NA,4,0,NA,NA,1,NA,23,NA,NA,NA,4,NA,0,NA,7,NA,4,NA,1,NA,NA,NA,NA,NA,1,0,23,26,4,0,0,0,7,7,4,4,1,1
"C729181008",1,1,1,1,2,2,1,1,20,NA,1,0.457457274198532,1.11122727394104,1.15,10.0037,0.00751600000020117,0.00250533332824707,0.54,3,NA,NA,0,0,NA,NA,1,NA,20,NA,NA,NA,0,NA,0,NA,8,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,18,20,0,0,0,0,8,8,2,2,2,2
"C729181009",0,1,0,1,2,NA,2,0,50,NA,NA,-2.00898742675781,1.63298547267914,1.15,47.702725,0.0200454999994487,0.00501137504577637,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17,NA,0,NA,0,NA,3,NA,2,NA,3
"C729181010",1,1,0,1,1,0,0,0,25,NA,NA,-0.216635748744011,0.691252291202545,0.68,38.13571875,2.21999998902902e-05,7.40000009536743e-06,0.165,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,25,0,0,0,0,4,4,4,4,1,1
"C729181011",1,1,0,1,3,3,1,0,50,NA,NA,-1.46433985233307,2.76612401008606,0.46,88.26865,0.0215320000013337,0.00430639991760254,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,16,7,7,0,0,4,4,4,4,2,2
"C729181012",1,1,0,1,0,0,0,0,60,NA,NA,-1.03570258617401,1.72201204299927,0.1,11.88126328125,1.07999999076128e-05,5.39999976754189e-06,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,60,55,0,0,0,0,8,7,3,4,1,1
"C729181013",0,0,0,1,4,NA,NA,0,48,NA,NA,-2.00898742675781,0.51867538690567,0.65,46.74021875,7.49999983236194e-06,1.24999992549419e-06,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C729182001",1,1,1,1,2,1,1,0,25,NA,1,-1.28312468528748,-0.703695297241211,0.63,48.51449375,0.0135062500000698,0.0033765625,0.085,4,NA,NA,0,0,NA,NA,1,NA,21,NA,NA,NA,0,NA,0,NA,2,NA,3,NA,4,NA,NA,NA,NA,NA,1,1,21,21,0,0,0,0,2,2,3,3,4,4
"C729182002",1,1,0,1,2,2,2,0,21,NA,NA,-1.86557650566101,2.92803001403809,0.35,60.061025,0.0440341249997145,0.0110085311889648,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,20,21,0,4,0,0,4,4,1,3,5,2
"C729182003",1,0,0,1,3,3,NA,1,50,NA,NA,-1.86557650566101,1.78771650791168,0.18,59.73753125,0.129006999999937,0.0322517486572266,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50,NA,0,NA,0,NA,0,NA,6,NA,3,NA
"C729182004",1,0,0,1,1,0,NA,0,25,NA,NA,-2.63264632225037,-2.09087991714478,0.25,2.2969583984375,0.025,0.00833333358764648,0.0545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,25,NA,0,NA,0,NA,1,NA,5,NA,6,NA
"C729182005",1,0,0,1,5,4,NA,1,30,NA,NA,-1.73381400108337,2.50555038452148,0.35,47.547059375,0.00826149999964982,0.00137691669464111,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
