"uid","hh_in_r2","hh_in_r3","hh_in_r3_d2","refugee","num_child_base","num_child_r2","num_child_r3","hh_head_sex","hh_head_age","parent_edu_r2","parent_edu_r3","hh_asset_index","hh_asset_index_2017","hh_asset_value","hh_asset_value_2017","hh_cons_agg","hh_cons_capita","hh_income","cantril","parent_eduyears_r2","parent_reledu_r2","parent_eduyears_r3","parent_reledu_r3","distancekmfromcamps","eld_sex_r2","eld_sex_r3","eld_age_r2","eld_age_r3","eld_edu_ambition_r2","eld_edu_ambition_r3","eld_eduyears_r2","eld_eduyears_r3","eld_reledu_r2","eld_reledu_r3","eld_trauma_exp_r2","eld_trauma_exp_r3","eld_trauma_heard_r2","eld_trauma_heard_r3","eld_trauma_witness_r2","eld_trauma_witness_r3","eld_e01_currently_studying_r2","eld_e01_currently_studying_r3","eld_e01_edu_status__r2","eld_e01_edu_status__r3","edu_status_diff","int_sex_r2","int_sex_r3","int_age_r2","int_age_r3","int_eduyears_r2","int_eduyears_r3","int_reledu_r2","int_reledu_r3","int_trauma_exp_r2","int_trauma_exp_r3","int_trauma_heard_r2","int_trauma_heard_r3","int_trauma_witness_r2","int_trauma_witness_r3"
"C727170009",0,1,0,1,0,NA,0,0,30,NA,NA,-1.51670455932617,3.54801535606384,0.69,100.0434625,0.0100204999995884,0.00501025009155273,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,30,NA,9,NA,0,NA,3,NA,5,NA,2
"C727170010",1,1,0,1,1,1,1,0,72,NA,NA,-1.45379602909088,-0.0347201116383076,0.25,48.30338125,2.2800000756979e-05,3.80000025033951e-06,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,60,NA,4,NA,0,NA,7,NA,2,NA,2,NA
"C727170011",0,0,0,1,2,NA,NA,0,22,NA,NA,-2.00860095024109,4.0675220489502,0.7,62.60574375,0.012025,0.00400833320617676,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727170012",0,0,0,1,3,NA,NA,1,29,NA,NA,-1.9456924200058,-0.574995040893555,0.58,48.28540625,0.025004000038188,0.00625099983215332,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727170013",1,1,0,1,3,3,2,1,18,NA,NA,-1.51670455932617,3.07499670982361,0.75,43.134853125,0.0320174999998882,0.0106724998474121,0.025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,18,NA,4,NA,0,NA,3,NA,3,NA,4,NA
"C727170014",0,0,0,1,2,NA,NA,0,37,NA,NA,-1.45379602909088,0.939123630523682,0.21,50.0310125,0.0200025000000373,0.00500062484741211,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727171001",0,0,0,1,3,NA,NA,0,20,NA,NA,-0.153727173805237,3.55282425880432,1.55,93.66415,0.00752489999970421,0.00150497999191284,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727171002",1,1,0,1,2,1,1,1,27,NA,NA,-1.32203352451324,1.03497278690338,0.63,1.8963029296875,0.0336150499998534,0.0112050163269043,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,27,27,0,0,0,0,4,4,2,2,4,4
"C727171003",0,0,0,1,1,NA,NA,1,60,NA,NA,-1.32203352451324,2.91604733467102,1.9,49.04485625,0.00404967500073835,0.00202483749389648,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727171004",0,1,0,1,2,NA,1,1,70,NA,NA,-1.32203352451324,3.74259901046753,10.75,60.0302,0.0151686664757784,0.00505622215270996,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727171005",0,1,0,1,3,NA,3,0,18,NA,NA,-0.216635748744011,3.9474675655365,2.2,134.7449625,0.0730723302831408,0.018268083190918,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,39,NA,7,NA,0,NA,3,NA,3,NA,5
"C727171006",1,1,0,1,0,0,0,1,31,NA,NA,-0.708532154560089,2.09726738929749,1.005,58.4488625,0.00615739980917424,0.00615739974975586,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,31,31,0,0,0,0,3,3,5,5,3,3
"C727171007",0,0,0,1,2,NA,NA,0,20,NA,NA,-0.153727173805237,2.39486718177795,1.75,60.84295625,0.019187499808846,0.00639583320617676,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727171008",1,0,0,1,8,6,NA,0,40,NA,NA,-0.830137133598328,3.60199046134949,1.17,50.159021875,0.058288545454666,0.00582885437011719,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727171009",0,0,0,1,5,NA,NA,1,50,NA,NA,-1.67051911354065,3.61397337913513,0.85,63.0253875,0.0766756656490266,0.00958445816040039,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727171010",1,1,0,1,1,0,0,1,20,NA,NA,-0.830137133598328,1.57321107387543,1.13,11.2023125,0.0100161999998614,0.00500810012817383,0.03,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,20,20,0,0,0,0,5,5,4,4,3,3
"C727171011",1,1,1,1,4,2,2,0,38,1,1,-0.830137133598328,2.75801014900208,1.97,48.90739375,0.00317884980887175,0.000454121398925781,0,4,0,0,0,0,NA,1,1,6,28,4,NA,0,0,0,0,NA,7,NA,0,NA,1,1,NA,1,NA,0,1,1,28,28,0,0,0,0,7,7,0,0,1,1
"C727171012",1,1,1,1,2,1,1,0,26,1,1,-0.830137133598328,2.51140952110291,1.5,60.99295625,0.00925949999978766,0.00231487503051758,0.055,3,0,0,0,0,NA,0,0,4,26,4,NA,NA,0,NA,0,NA,6,NA,4,NA,2,1,NA,0,NA,-1,0,1,26,24,0,0,0,0,6,5,4,6,2,1
"C727171014",1,0,0,1,1,1,NA,0,21,1,NA,-0.934252798557281,3.4961838722229,8.15,68.078275,0.029327999997884,0.00733199996948242,0.18,NA,0,0,NA,NA,NA,0,NA,13,NA,4,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,19,NA,0,NA,0,NA,1,NA,9,NA,2,NA
"C727172001",0,0,0,1,0,NA,NA,0,21,NA,NA,-1.80266797542572,1.05348360538483,0.1,46.684975,0.0230210000007413,0.0115105003356934,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727172002",0,0,0,1,2,NA,NA,1,42,NA,NA,-2.00860095024109,-0.351706922054291,0.785,40.156834375,0.00202999999877065,0.000676666688919067,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727172003",1,1,0,1,1,1,0,0,30,NA,NA,-1.45379602909088,-1.79977548122406,0.41,9.01112734375,7.99999982118607e-06,1.99999995529652e-06,0.08,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,30,30,7,7,0,0,5,5,2,2,4,4
"C727172004",1,1,1,1,2,1,1,1,22,1,1,-2.29456448554993,-2.64198541641235,0,2.2048298828125,0.0064860454026144,0.00216201515197754,0.1,1,0,0,0,0,NA,1,1,4,22,4,NA,NA,0,NA,0,NA,5,NA,2,NA,3,1,NA,1,NA,0,1,1,22,22,0,0,0,0,5,5,2,2,3,3
"C727172005",0,0,0,1,4,NA,NA,1,35,NA,NA,-2.00860095024109,1.7732412815094,0.575,49.346390625,2.5000000372529e-06,4.99999988824129e-07,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727172006",1,1,0,1,1,0,1,1,56,NA,NA,-1.9456924200058,3.6938374042511,0.58,105.8351375,0.00206200000010431,0.00103100004196167,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,56,56,4,4,0,0,1,1,5,5,6,6
"C727172007",1,1,1,1,5,5,4,0,54,NA,1,-1.45379602909088,0.179617747664452,0.29,7.99861484375,0.0370610000006855,0.00529442863464356,0.1,2,NA,NA,0,0,NA,1,1,17,44,NA,NA,0,0,0,0,7,6,3,2,2,3,0,NA,NA,NA,NA,0,1,54,17,0,0,0,0,7,7,1,3,4,2
"C727172008",1,1,0,1,4,4,4,1,45,NA,NA,-1.45379602909088,-0.37958037853241,0.4,9.64279375,0.00500399999991059,0.000834000015258789,0.06,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,15,45,4,0,0,0,3,6,1,4,7,1
"C727172009",1,1,1,1,3,2,2,0,29,NA,2,-1.9456924200058,2.00481605529785,0.48,59.875025,0.0110574999996461,0.00221149997711182,0.09,3,NA,NA,4,0,NA,NA,0,NA,29,NA,NA,NA,4,NA,0,NA,1,NA,4,NA,7,NA,NA,NA,NA,NA,0,1,29,23,4,0,0,0,1,1,4,9,7,2
"C727172010",1,0,0,1,4,3,NA,0,30,2,NA,-1.45379602909088,2.436927318573,0.22,57.7818625,0.0220239999999292,0.00367066650390625,0,NA,4,0,NA,NA,NA,0,NA,9,NA,4,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,30,NA,4,NA,0,NA,7,NA,1,NA,4,NA
"C727172012",1,1,1,1,6,5,5,0,52,6,6,-1.51670455932617,1.29649865627289,0.95,49.146390625,0.0641172007646412,0.00712413330078125,0.62,2,0,1,0,1,NA,1,0,14,52,3,NA,4,0,0,1,NA,6,NA,3,NA,2,1,NA,0,NA,-1,0,1,52,37,0,0,1,1,6,5,3,4,2,2
"C727172013",0,1,0,1,9,NA,8,0,54,NA,NA,-1.51670455932617,3.47207689285278,2.57,91.17695,0.0725411875006743,0.0065946533203125,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,38,NA,0,NA,0,NA,3,NA,6,NA,1
"C727172014",1,1,0,1,2,0,0,0,25,NA,NA,-2.07784128189087,-1.13177490234375,0.4,9.34279375,3.99999991059303e-06,9.99999977648258e-07,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,25,0,0,0,0,1,1,5,5,6,6
"C727173001",0,0,0,1,1,NA,NA,0,22,NA,NA,-0.871730446815491,2.66660189628601,49.33,98.5676,0.0400639000014402,0.0133546340942383,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727173002",1,0,0,1,7,7,NA,0,48,NA,NA,-0.871730446815491,2.55584692955017,11.3,60.40456875,0.256530500000436,0.0256530487060547,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,48,NA,4,NA,0,NA,2,NA,1,NA,5,NA
"C727173003",1,1,1,1,2,2,2,0,28,1,1,-0.565507650375366,3.51937770843506,1.015,59.1085875,0.0826200999971479,0.0206550247192383,0.294,3,0,0,0,0,NA,1,0,11,28,4,NA,4,0,0,0,NA,4,NA,4,NA,3,1,NA,1,NA,0,1,1,27,27,0,0,0,0,3,3,3,3,6,6
"C727173004",1,0,0,1,1,1,NA,0,70,NA,NA,-1.67090547084808,3.61973857879639,0.5,60.65935625,0.0187537000001408,0.00625123329162598,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,70,NA,0,NA,0,NA,4,NA,6,NA,2,NA
"C727173005",1,1,1,1,4,3,3,0,35,1,2,-1.17900896072388,-0.593508362770081,0.55,3.37529921875,1.74999996088445e-05,2.9166666790843e-06,0.11,4,0,0,4,0,NA,0,0,8,35,4,NA,4,4,0,0,NA,2,NA,4,NA,4,1,NA,0,NA,-1,1,1,25,25,0,0,0,0,5,5,2,2,3,3
"C727173006",0,1,0,1,3,NA,1,0,17,NA,NA,-2.29456448554993,1.42043304443359,1.2,51.12146875,0.0460080000000075,0.0153360000610352,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17,NA,4,NA,0,NA,1,NA,3,NA,8
"C727173007",1,1,0,1,2,0,0,0,22,NA,NA,-0.840680956840515,2.8191294670105,0.655,50.323,0.0192159166668076,0.00480397911071777,0.225,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,21,4,4,0,0,4,4,1,1,7,7
"C727173008",1,1,0,1,0,0,0,1,20,NA,NA,-1.67090547084808,-1.47929406166077,0.05,0.324305517578125,1.24999997671694e-05,1.25e-05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,20,20,0,0,0,0,5,5,4,4,1,1
"C727173009",1,1,1,1,5,5,5,0,35,1,1,-1.22021615505219,-0.0359686575829983,0.08,13.50574375,0.00600012499999721,0.000857160758972168,0,4,0,0,0,0,NA,0,1,14,35,NA,NA,0,0,0,0,NA,0,NA,11,NA,1,0,NA,0,NA,0,0,0,35,35,0,0,0,0,0,0,10,10,1,1
"C727173010",0,0,0,1,4,NA,NA,1,18,NA,NA,0.120196558535099,3.4470055103302,81.25,133.6144,0.062466750002047,0.0104111251831055,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727173011",1,1,0,1,1,0,0,0,21,NA,NA,-0.565507650375366,3.98361444473267,0.71,93.5880875,0.0042416250009439,0.00141387500762939,0.22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19,19,0,0,0,0,1,1,3,3,5,5
"C727173012",1,1,0,1,2,0,0,0,30,NA,NA,-1.24191761016846,5.58439636230469,21.6,118.1149125,0.0389699998090044,0.00974250030517578,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,30,23,9,4,0,0,0,3,9,0,1,7
"C727173014",0,1,0,1,2,NA,1,1,100,NA,NA,-2.63264632225037,2.89603781700134,0.3,51.05600625,0.0640265000002924,0.0213421661376953,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,16,NA,0,NA,0,NA,0,NA,5,NA,6
"C727174001",1,1,0,1,6,4,4,1,58,NA,NA,-2.07784128189087,-0.488487482070923,0.13,39.6772875,0.120053750001593,0.0133393051147461,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,35,35,0,0,0,0,8,8,0,0,3,3
"C727174002",1,1,0,1,3,2,1,0,65,NA,NA,-1.18916654586792,4.64356136322021,0.4,100.4005625,0.0590745000006165,0.00738431243896484,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,27,16,0,0,1,1,1,2,5,4,3,3
"C727174003",1,1,1,1,4,3,3,0,33,1,1,-2.07784128189087,0.915075480937958,0.09,60.10539375,0.0323554996181279,0.00539258308410645,0.15,4,0,0,0,0,NA,0,1,8,25,3,NA,4,0,0,0,NA,7,NA,0,NA,4,1,NA,1,NA,0,1,1,25,25,0,0,0,0,7,7,0,0,4,4
"C727174004",0,1,1,1,5,NA,4,0,42,NA,1,-1.80266797542572,4.13833284378052,3.2,60.6053625,0.125641735156148,0.0179488189697266,0.33,3,NA,NA,0,0,NA,NA,1,NA,35,NA,NA,NA,0,NA,0,NA,1,NA,1,NA,9,NA,NA,NA,NA,NA,NA,1,NA,35,NA,0,NA,0,NA,1,NA,1,NA,9
"C727174006",1,0,0,1,1,0,NA,0,21,NA,NA,-2.29456448554993,2.37371897697449,0,49.714675,0.00601699999980628,0.00200566673278809,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,21,NA,0,NA,0,NA,3,NA,4,NA,2,NA
"C727174007",1,0,0,1,6,6,NA,0,45,NA,NA,-1.80266797542572,2.42558765411377,0.3,21.435040625,0.0230210999999079,0.00287763748168945,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17,NA,0,NA,0,NA,2,NA,3,NA,3,NA
"C727174008",0,0,0,1,8,NA,NA,0,50,NA,NA,-2.29456448554993,2.82858180999756,0,51.6969125,0.0130137999998871,0.00130137996673584,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C727174009",1,1,1,1,2,1,1,0,32,4,1,-1.22021615505219,2.12741541862488,0.25,52.196175,0.0348483328244649,0.00871208343505859,0.917,3,9,0,0,0,NA,0,0,3,32,4,NA,NA,0,NA,0,NA,10,NA,0,NA,2,1,NA,1,NA,0,1,0,27,32,9,0,0,0,7,10,0,0,4,2
"C727174010",0,1,0,1,3,NA,1,0,32,NA,NA,-0.77777236700058,0.972451686859131,3.3,49.351,0.127482333333278,0.0254964660644531,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,32,NA,4,NA,0,NA,4,NA,1,NA,3
"C727174011",1,1,0,1,3,3,3,1,29,2,NA,-0.257842838764191,1.36178338527679,0.85,51.862990625,0.263997999999626,0.0527995971679687,1.06,NA,4,0,NA,NA,NA,1,NA,8,NA,4,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,1,1,29,45,4,4,0,0,5,5,1,1,5,5
"C727174012",1,0,0,1,1,1,NA,1,50,NA,NA,-2.29456448554993,-1.42287945747375,0,2.5886244140625,5.59999998658896e-05,2.80000001192093e-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,16,NA,4,NA,0,NA,3,NA,5,NA,4,NA
"C727174013",1,1,1,1,1,1,0,0,60,NA,1,-0.777386069297791,-1.41498565673828,0.28,2.4848298828125,0.0345434999994934,0.0115144996643066,0.05,5,NA,NA,0,0,NA,NA,1,NA,50,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,15,11,11,0,0,3,3,1,1,3,3
"C727174016",0,1,0,1,2,NA,1,0,23,NA,NA,-1.51709091663361,2.97924184799194,0.75,48.5761625,0.0208969999996014,0.00522425003051758,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,23,NA,0,NA,0,NA,7,NA,2,NA,3
"C728175001",0,0,0,1,5,NA,NA,0,47,NA,NA,-1.45379602909088,0.4615678191185,0.73,5.3336328125,0.0476081000000122,0.00680115737915039,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C728175002",0,0,0,1,3,NA,NA,1,44,NA,NA,-1.45379602909088,3.25377297401428,0.41,62.09158125,0.0387540000001434,0.00968850021362305,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C728175003",1,1,1,1,3,2,2,0,32,NA,2,-0.830137133598328,1.87685930728912,1,10.85255390625,0.0400002999999793,0.0080000602722168,0.36,1,NA,NA,4,0,NA,NA,0,NA,32,NA,NA,NA,4,NA,0,NA,3,NA,7,NA,1,NA,NA,NA,NA,NA,1,0,25,32,0,4,0,0,4,3,4,7,2,1
"C728175004",1,1,0,1,2,2,2,1,21,NA,NA,-0.830137133598328,-1.3063827753067,1.38,10.15066484375,0.0890020000001416,0.0222505004882813,0.261,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,21,27,4,4,0,0,2,4,3,2,3,2
"C728175005",1,1,1,1,1,1,1,0,40,1,1,1.20838701725006,-1.48819255828857,13.14,12.12,0.0311512499619974,0.0103837501525879,0.01,2,0,0,0,0,NA,1,1,8,30,3,NA,4,0,0,0,NA,0,NA,7,NA,2,1,NA,0,NA,-1,1,1,30,30,0,0,0,0,0,0,7,7,2,2
"C728175006",1,1,1,1,7,6,6,0,35,1,1,-0.893045663833618,2.99022889137268,0.76,87.142825,0.0194534999999218,0.00216149997711182,0.077,3,0,0,0,0,NA,1,0,15,35,4,NA,4,0,0,0,NA,1,NA,6,NA,3,1,NA,1,NA,0,0,0,35,35,0,0,0,0,1,1,6,6,3,3
"C728175007",1,1,1,1,3,3,3,0,27,NA,1,-1.45379602909088,0.688003897666931,0.3,48.815371875,0.0225112000002526,0.00450223999023438,0.071,2,NA,NA,0,0,NA,NA,0,NA,27,NA,NA,NA,0,NA,0,NA,7,NA,5,NA,0,NA,NA,NA,NA,NA,0,0,27,27,0,0,0,0,7,7,5,5,0,0
"C728175008",1,1,1,1,6,5,5,0,40,NA,5,-1.45379602909088,4.35056161880493,0.27,100.674775,0.0328924998098053,0.00411156234741211,0.015,1,NA,NA,11,0,NA,NA,0,NA,40,NA,NA,NA,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,37,37,4,4,0,0,7,7,3,3,2,2
"C728175009",1,0,0,1,3,3,NA,0,32,1,NA,-0.830137133598328,-1.36468899250031,20.9,20.942128125,0.163430500000156,0.0326860992431641,0.73,NA,0,0,NA,NA,NA,1,NA,8,NA,3,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,27,NA,0,NA,0,NA,0,NA,5,NA,3,NA
"C728175010",0,0,0,1,2,NA,NA,0,25,NA,NA,-0.216635748744011,6.37609624862671,0.885,139.7802375,0.0200257000006735,0.00500642509460449,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C728175011",1,0,0,1,2,2,NA,1,35,NA,NA,-2.00860095024109,-1.11909365653992,1.78,3.9174109375,0.0380431671750732,0.00951079177856445,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,35,NA,0,NA,0,NA,4,NA,0,NA,8,NA
"C728175012",1,0,0,1,2,1,NA,0,24,NA,NA,-0.830137133598328,1.68398928642273,1.73,53.2816625,0.0230125177819049,0.00575312957763672,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,21,NA,0,NA,0,NA,1,NA,4,NA,3,NA
